date,channelGrouping,sessions
2015-04-27,Direct,82
2015-04-27,Display,51
2015-04-27,Email,3
2015-04-27,Organic Search,129
2015-04-27,Paid Search,25
2015-04-27,Referral,42
2015-04-27,Social,43
2015-04-28,(Other),1
2015-04-28,Direct,65
2015-04-28,Display,38
2015-04-28,Email,1
2015-04-28,Organic Search,161
2015-04-28,Paid Search,20
2015-04-28,Referral,33
2015-04-28,Social,103
2015-04-29,(Other),3
2015-04-29,Direct,62
2015-04-29,Display,53
2015-04-29,Organic Search,129
2015-04-29,Paid Search,15
2015-04-29,Referral,35
2015-04-29,Social,39
2015-04-30,(Other),1
2015-04-30,Direct,57
2015-04-30,Display,34
2015-04-30,Email,7
2015-04-30,Organic Search,111
2015-04-30,Paid Search,16
2015-04-30,Referral,24
2015-04-30,Social,65
2015-05-01,(Other),1
2015-05-01,Direct,24
2015-05-01,Display,12
2015-05-01,Organic Search,36
2015-05-01,Paid Search,9
2015-05-01,Referral,23
2015-05-01,Social,12
2015-05-02,Direct,25
2015-05-02,Display,23
2015-05-02,Email,1
2015-05-02,Organic Search,16
2015-05-02,Paid Search,10
2015-05-02,Referral,14
2015-05-02,Social,13
2015-05-03,Direct,22
2015-05-03,Display,21
2015-05-03,Organic Search,36
2015-05-03,Paid Search,11
2015-05-03,Referral,26
2015-05-03,Social,36
2015-05-04,Direct,58
2015-05-04,Display,63
2015-05-04,Email,2
2015-05-04,Organic Search,115
2015-05-04,Paid Search,12
2015-05-04,Referral,54
2015-05-04,Social,86
2015-05-05,Direct,270
2015-05-05,Display,40
2015-05-05,Email,1
2015-05-05,Organic Search,143
2015-05-05,Paid Search,25
2015-05-05,Referral,49
2015-05-05,Social,35
2015-05-06,Direct,97
2015-05-06,Display,39
2015-05-06,Organic Search,123
2015-05-06,Paid Search,17
2015-05-06,Referral,41
2015-05-06,Social,24
2015-05-07,(Other),2
2015-05-07,Direct,64
2015-05-07,Display,63
2015-05-07,Email,1
2015-05-07,Organic Search,128
2015-05-07,Paid Search,21
2015-05-07,Referral,48
2015-05-07,Social,25
2015-05-08,(Other),2
2015-05-08,Direct,55
2015-05-08,Display,32
2015-05-08,Organic Search,96
2015-05-08,Paid Search,20
2015-05-08,Referral,43
2015-05-08,Social,20
2015-05-09,Direct,27
2015-05-09,Display,23
2015-05-09,Email,3
2015-05-09,Organic Search,59
2015-05-09,Paid Search,11
2015-05-09,Referral,15
2015-05-09,Social,7
2015-05-10,Direct,25
2015-05-10,Display,12
2015-05-10,Organic Search,43
2015-05-10,Paid Search,23
2015-05-10,Referral,13
2015-05-10,Social,17
2015-05-11,(Other),2
2015-05-11,Direct,70
2015-05-11,Display,61
2015-05-11,Organic Search,108
2015-05-11,Paid Search,25
2015-05-11,Referral,25
2015-05-11,Social,70
2015-05-12,(Other),2
2015-05-12,Direct,173
2015-05-12,Display,63
2015-05-12,Email,1
2015-05-12,Organic Search,140
2015-05-12,Paid Search,24
2015-05-12,Referral,59
2015-05-12,Social,55
2015-05-13,Direct,74
2015-05-13,Display,50
2015-05-13,Organic Search,109
2015-05-13,Paid Search,17
2015-05-13,Referral,29
2015-05-13,Social,34
2015-05-14,Direct,48
2015-05-14,Display,46
2015-05-14,Organic Search,121
2015-05-14,Paid Search,18
2015-05-14,Referral,20
2015-05-14,Social,55
2015-05-15,Direct,35
2015-05-15,Display,26
2015-05-15,Organic Search,70
2015-05-15,Paid Search,16
2015-05-15,Referral,31
2015-05-15,Social,24
2015-05-16,Direct,30
2015-05-16,Display,15
2015-05-16,Organic Search,21
2015-05-16,Paid Search,6
2015-05-16,Referral,18
2015-05-16,Social,19
2015-05-17,Direct,26
2015-05-17,Display,15
2015-05-17,Organic Search,39
2015-05-17,Paid Search,10
2015-05-17,Referral,11
2015-05-17,Social,7
2015-05-18,(Other),1
2015-05-18,Direct,50
2015-05-18,Display,47
2015-05-18,Organic Search,115
2015-05-18,Paid Search,10
2015-05-18,Referral,28
2015-05-18,Social,32
2015-05-19,(Other),1
2015-05-19,Direct,50
2015-05-19,Display,54
2015-05-19,Organic Search,127
2015-05-19,Paid Search,11
2015-05-19,Referral,33
2015-05-19,Social,22
2015-05-20,Direct,46
2015-05-20,Display,38
2015-05-20,Organic Search,122
2015-05-20,Paid Search,18
2015-05-20,Referral,23
2015-05-20,Social,30
2015-05-21,(Other),1
2015-05-21,Direct,52
2015-05-21,Display,46
2015-05-21,Organic Search,123
2015-05-21,Paid Search,15
2015-05-21,Referral,26
2015-05-21,Social,27
2015-05-22,(Other),1
2015-05-22,Direct,35
2015-05-22,Display,32
2015-05-22,Organic Search,100
2015-05-22,Paid Search,16
2015-05-22,Referral,38
2015-05-22,Social,35
2015-05-23,Direct,25
2015-05-23,Display,16
2015-05-23,Organic Search,53
2015-05-23,Paid Search,11
2015-05-23,Referral,9
2015-05-23,Social,7
2015-05-24,Direct,17
2015-05-24,Display,22
2015-05-24,Organic Search,59
2015-05-24,Paid Search,4
2015-05-24,Referral,8
2015-05-24,Social,7
2015-05-25,(Other),2
2015-05-25,Direct,77
2015-05-25,Display,25
2015-05-25,Organic Search,111
2015-05-25,Paid Search,20
2015-05-25,Referral,28
2015-05-25,Social,79
2015-05-26,Direct,78
2015-05-26,Display,56
2015-05-26,Organic Search,128
2015-05-26,Paid Search,10
2015-05-26,Referral,31
2015-05-26,Social,61
2015-05-27,(Other),2
2015-05-27,Direct,58
2015-05-27,Display,63
2015-05-27,Organic Search,130
2015-05-27,Paid Search,18
2015-05-27,Referral,32
2015-05-27,Social,23
2015-05-28,Direct,48
2015-05-28,Display,55
2015-05-28,Organic Search,107
2015-05-28,Paid Search,13
2015-05-28,Referral,14
2015-05-28,Social,36
2015-05-29,(Other),2
2015-05-29,Direct,36
2015-05-29,Display,44
2015-05-29,Organic Search,88
2015-05-29,Paid Search,19
2015-05-29,Referral,18
2015-05-29,Social,43
2015-05-30,Direct,34
2015-05-30,Display,21
2015-05-30,Organic Search,46
2015-05-30,Paid Search,5
2015-05-30,Referral,16
2015-05-30,Social,16
2015-05-31,Direct,24
2015-05-31,Display,23
2015-05-31,Organic Search,39
2015-05-31,Paid Search,9
2015-05-31,Referral,19
2015-05-31,Social,12
2015-06-01,(Other),7
2015-06-01,Direct,49
2015-06-01,Display,46
2015-06-01,Organic Search,98
2015-06-01,Paid Search,10
2015-06-01,Referral,36
2015-06-01,Social,47
2015-06-02,(Other),11
2015-06-02,Direct,47
2015-06-02,Display,56
2015-06-02,Organic Search,106
2015-06-02,Paid Search,18
2015-06-02,Referral,25
2015-06-02,Social,30
2015-06-03,(Other),3
2015-06-03,Direct,53
2015-06-03,Display,63
2015-06-03,Organic Search,121
2015-06-03,Paid Search,12
2015-06-03,Referral,32
2015-06-03,Social,51
2015-06-04,Direct,33
2015-06-04,Display,44
2015-06-04,Organic Search,94
2015-06-04,Paid Search,7
2015-06-04,Referral,22
2015-06-04,Social,22
2015-06-05,(Other),1
2015-06-05,Direct,34
2015-06-05,Display,69
2015-06-05,Organic Search,109
2015-06-05,Paid Search,7
2015-06-05,Referral,13
2015-06-05,Social,19
2015-06-06,(Other),1
2015-06-06,Direct,29
2015-06-06,Display,25
2015-06-06,Organic Search,35
2015-06-06,Paid Search,1
2015-06-06,Referral,9
2015-06-06,Social,10
2015-06-07,(Other),1
2015-06-07,Direct,34
2015-06-07,Display,10
2015-06-07,Organic Search,45
2015-06-07,Paid Search,5
2015-06-07,Referral,10
2015-06-07,Social,21
2015-06-08,(Other),2
2015-06-08,Direct,84
2015-06-08,Display,36
2015-06-08,Organic Search,113
2015-06-08,Paid Search,8
2015-06-08,Referral,35
2015-06-08,Social,20
2015-06-09,(Other),1
2015-06-09,Direct,53
2015-06-09,Display,25
2015-06-09,Organic Search,135
2015-06-09,Paid Search,16
2015-06-09,Referral,38
2015-06-09,Social,17
2015-06-10,Direct,56
2015-06-10,Display,36
2015-06-10,Organic Search,139
2015-06-10,Paid Search,13
2015-06-10,Referral,40
2015-06-10,Social,10
2015-06-11,(Other),1
2015-06-11,Direct,68
2015-06-11,Display,24
2015-06-11,Organic Search,120
2015-06-11,Paid Search,15
2015-06-11,Referral,40
2015-06-11,Social,13
2015-06-12,(Other),94
2015-06-12,Direct,69
2015-06-12,Display,26
2015-06-12,Organic Search,100
2015-06-12,Paid Search,16
2015-06-12,Referral,25
2015-06-12,Social,14
2015-06-13,Direct,34
2015-06-13,Display,22
2015-06-13,Organic Search,38
2015-06-13,Paid Search,4
2015-06-13,Referral,12
2015-06-13,Social,3
2015-06-14,Direct,31
2015-06-14,Display,21
2015-06-14,Organic Search,53
2015-06-14,Paid Search,2
2015-06-14,Referral,20
2015-06-14,Social,8
2015-06-15,(Other),4
2015-06-15,Direct,50
2015-06-15,Display,24
2015-06-15,Organic Search,109
2015-06-15,Paid Search,7
2015-06-15,Referral,34
2015-06-15,Social,9
2015-06-16,(Other),246
2015-06-16,Direct,72
2015-06-16,Display,31
2015-06-16,Organic Search,163
2015-06-16,Paid Search,13
2015-06-16,Referral,40
2015-06-16,Social,8
2015-06-17,(Other),29
2015-06-17,Direct,55
2015-06-17,Display,19
2015-06-17,Organic Search,106
2015-06-17,Paid Search,10
2015-06-17,Referral,17
2015-06-17,Social,8
2015-06-18,(Other),15
2015-06-18,Direct,33
2015-06-18,Display,18
2015-06-18,Organic Search,106
2015-06-18,Paid Search,11
2015-06-18,Referral,26
2015-06-18,Social,8
2015-06-19,(Other),8
2015-06-19,Direct,27
2015-06-19,Display,7
2015-06-19,Organic Search,74
2015-06-19,Paid Search,9
2015-06-19,Referral,72
2015-06-19,Social,7
2015-06-20,Direct,25
2015-06-20,Display,22
2015-06-20,Organic Search,46
2015-06-20,Paid Search,2
2015-06-20,Referral,45
2015-06-20,Social,2
2015-06-21,(Other),2
2015-06-21,Direct,31
2015-06-21,Display,23
2015-06-21,Organic Search,50
2015-06-21,Paid Search,3
2015-06-21,Referral,31
2015-06-22,(Other),6
2015-06-22,Direct,41
2015-06-22,Display,20
2015-06-22,Organic Search,133
2015-06-22,Paid Search,2
2015-06-22,Referral,31
2015-06-22,Social,9
2015-06-23,(Other),5
2015-06-23,Direct,35
2015-06-23,Display,29
2015-06-23,Organic Search,117
2015-06-23,Paid Search,9
2015-06-23,Referral,23
2015-06-23,Social,6
2015-06-24,(Other),9
2015-06-24,Direct,38
2015-06-24,Display,27
2015-06-24,Organic Search,105
2015-06-24,Paid Search,5
2015-06-24,Referral,22
2015-06-24,Social,6
2015-06-25,(Other),2
2015-06-25,Direct,28
2015-06-25,Display,31
2015-06-25,Organic Search,103
2015-06-25,Paid Search,11
2015-06-25,Referral,20
2015-06-25,Social,8
2015-06-26,(Other),4
2015-06-26,Direct,37
2015-06-26,Display,9
2015-06-26,Organic Search,90
2015-06-26,Paid Search,9
2015-06-26,Referral,20
2015-06-26,Social,68
2015-06-27,Direct,14
2015-06-27,Display,20
2015-06-27,Organic Search,33
2015-06-27,Paid Search,2
2015-06-27,Referral,12
2015-06-27,Social,16
2015-06-28,Direct,21
2015-06-28,Display,22
2015-06-28,Organic Search,40
2015-06-28,Paid Search,1
2015-06-28,Referral,16
2015-06-28,Social,2
2015-06-29,(Other),9
2015-06-29,Direct,56
2015-06-29,Display,14
2015-06-29,Organic Search,118
2015-06-29,Paid Search,8
2015-06-29,Referral,30
2015-06-29,Social,12
2015-06-30,(Other),3
2015-06-30,Direct,39
2015-06-30,Display,24
2015-06-30,Organic Search,91
2015-06-30,Paid Search,10
2015-06-30,Referral,21
2015-06-30,Social,15
2015-07-01,(Other),8
2015-07-01,Direct,36
2015-07-01,Display,25
2015-07-01,Organic Search,110
2015-07-01,Paid Search,10
2015-07-01,Referral,12
2015-07-01,Social,3
2015-07-02,(Other),3
2015-07-02,Direct,44
2015-07-02,Display,30
2015-07-02,Organic Search,104
2015-07-02,Paid Search,8
2015-07-02,Referral,15
2015-07-02,Social,28
2015-07-03,(Other),8
2015-07-03,Direct,42
2015-07-03,Display,35
2015-07-03,Organic Search,101
2015-07-03,Paid Search,7
2015-07-03,Referral,16
2015-07-03,Social,11
2015-07-04,Direct,27
2015-07-04,Display,16
2015-07-04,Organic Search,32
2015-07-04,Paid Search,5
2015-07-04,Referral,9
2015-07-04,Social,4
2015-07-05,(Other),1
2015-07-05,Direct,22
2015-07-05,Display,27
2015-07-05,Organic Search,52
2015-07-05,Paid Search,1
2015-07-05,Referral,7
2015-07-05,Social,4
2015-07-06,(Other),16
2015-07-06,Direct,46
2015-07-06,Display,31
2015-07-06,Organic Search,115
2015-07-06,Paid Search,15
2015-07-06,Referral,11
2015-07-06,Social,23
2015-07-07,(Other),31
2015-07-07,Direct,38
2015-07-07,Display,37
2015-07-07,Organic Search,148
2015-07-07,Paid Search,9
2015-07-07,Referral,16
2015-07-07,Social,13
2015-07-08,(Other),26
2015-07-08,Direct,39
2015-07-08,Display,30
2015-07-08,Organic Search,115
2015-07-08,Paid Search,22
2015-07-08,Referral,17
2015-07-08,Social,18
2015-07-09,(Other),24
2015-07-09,Direct,44
2015-07-09,Display,30
2015-07-09,Organic Search,93
2015-07-09,Paid Search,17
2015-07-09,Referral,29
2015-07-09,Social,18
2015-07-10,(Other),37
2015-07-10,Direct,41
2015-07-10,Display,32
2015-07-10,Organic Search,103
2015-07-10,Paid Search,30
2015-07-10,Referral,28
2015-07-10,Social,11
2015-07-11,(Other),5
2015-07-11,Direct,21
2015-07-11,Display,26
2015-07-11,Organic Search,41
2015-07-11,Paid Search,23
2015-07-11,Referral,6
2015-07-11,Social,6
2015-07-12,(Other),11
2015-07-12,Direct,24
2015-07-12,Display,26
2015-07-12,Organic Search,49
2015-07-12,Paid Search,23
2015-07-12,Referral,9
2015-07-12,Social,1
2015-07-13,(Other),29
2015-07-13,Direct,41
2015-07-13,Display,38
2015-07-13,Organic Search,136
2015-07-13,Paid Search,47
2015-07-13,Referral,25
2015-07-13,Social,5
2015-07-14,(Other),30
2015-07-14,Direct,117
2015-07-14,Display,28
2015-07-14,Email,34
2015-07-14,Organic Search,139
2015-07-14,Paid Search,44
2015-07-14,Referral,33
2015-07-14,Social,43
2015-07-15,(Other),20
2015-07-15,Direct,47
2015-07-15,Display,35
2015-07-15,Email,1
2015-07-15,Organic Search,140
2015-07-15,Paid Search,45
2015-07-15,Referral,46
2015-07-15,Social,11
2015-07-16,(Other),23
2015-07-16,Direct,33
2015-07-16,Display,31
2015-07-16,Email,3
2015-07-16,Organic Search,106
2015-07-16,Paid Search,38
2015-07-16,Referral,28
2015-07-16,Social,16
2015-07-17,(Other),21
2015-07-17,Direct,38
2015-07-17,Display,39
2015-07-17,Organic Search,90
2015-07-17,Paid Search,29
2015-07-17,Referral,26
2015-07-17,Social,13
2015-07-18,(Other),23
2015-07-18,Direct,18
2015-07-18,Display,23
2015-07-18,Email,2
2015-07-18,Organic Search,47
2015-07-18,Paid Search,17
2015-07-18,Referral,7
2015-07-18,Social,2
2015-07-19,(Other),15
2015-07-19,Direct,19
2015-07-19,Display,9
2015-07-19,Organic Search,36
2015-07-19,Paid Search,22
2015-07-19,Referral,13
2015-07-19,Social,6
2015-07-20,(Other),29
2015-07-20,Direct,29
2015-07-20,Display,28
2015-07-20,Organic Search,92
2015-07-20,Paid Search,42
2015-07-20,Referral,19
2015-07-20,Social,7
2015-07-21,(Other),20
2015-07-21,Direct,43
2015-07-21,Display,54
2015-07-21,Email,1
2015-07-21,Organic Search,97
2015-07-21,Paid Search,48
2015-07-21,Referral,34
2015-07-21,Social,8
2015-07-22,(Other),19
2015-07-22,Direct,52
2015-07-22,Display,53
2015-07-22,Organic Search,118
2015-07-22,Paid Search,59
2015-07-22,Referral,25
2015-07-22,Social,17
2015-07-23,(Other),31
2015-07-23,Direct,39
2015-07-23,Display,39
2015-07-23,Organic Search,102
2015-07-23,Paid Search,30
2015-07-23,Referral,17
2015-07-23,Social,10
2015-07-24,(Other),24
2015-07-24,Direct,32
2015-07-24,Display,41
2015-07-24,Organic Search,89
2015-07-24,Paid Search,42
2015-07-24,Referral,24
2015-07-24,Social,7
2015-07-25,(Other),19
2015-07-25,Direct,11
2015-07-25,Display,42
2015-07-25,Organic Search,36
2015-07-25,Paid Search,26
2015-07-25,Referral,12
2015-07-25,Social,4
2015-07-26,(Other),16
2015-07-26,Direct,13
2015-07-26,Display,16
2015-07-26,Organic Search,29
2015-07-26,Paid Search,37
2015-07-26,Referral,11
2015-07-26,Social,3
2015-07-27,(Other),18
2015-07-27,Direct,35
2015-07-27,Display,47
2015-07-27,Organic Search,96
2015-07-27,Paid Search,51
2015-07-27,Referral,27
2015-07-27,Social,6
2015-07-28,(Other),25
2015-07-28,Direct,37
2015-07-28,Display,34
2015-07-28,Organic Search,112
2015-07-28,Paid Search,42
2015-07-28,Referral,19
2015-07-28,Social,26
2015-07-29,(Other),21
2015-07-29,Direct,36
2015-07-29,Display,24
2015-07-29,Organic Search,83
2015-07-29,Paid Search,45
2015-07-29,Referral,23
2015-07-29,Social,17
2015-07-30,(Other),28
2015-07-30,Direct,27
2015-07-30,Display,40
2015-07-30,Organic Search,84
2015-07-30,Paid Search,50
2015-07-30,Referral,21
2015-07-30,Social,11
2015-07-31,(Other),17
2015-07-31,Direct,29
2015-07-31,Display,29
2015-07-31,Organic Search,82
2015-07-31,Paid Search,53
2015-07-31,Referral,21
2015-07-31,Social,40
2015-08-01,(Other),8
2015-08-01,Direct,26
2015-08-01,Display,18
2015-08-01,Organic Search,41
2015-08-01,Paid Search,21
2015-08-01,Referral,9
2015-08-01,Social,14
2015-08-02,(Other),11
2015-08-02,Direct,16
2015-08-02,Display,19
2015-08-02,Organic Search,44
2015-08-02,Paid Search,21
2015-08-02,Referral,17
2015-08-02,Social,4
2015-08-03,(Other),10
2015-08-03,Direct,32
2015-08-03,Display,42
2015-08-03,Organic Search,75
2015-08-03,Paid Search,39
2015-08-03,Referral,23
2015-08-03,Social,13
2015-08-04,(Other),32
2015-08-04,Direct,33
2015-08-04,Display,40
2015-08-04,Organic Search,70
2015-08-04,Paid Search,32
2015-08-04,Referral,27
2015-08-04,Social,9
2015-08-05,(Other),20
2015-08-05,Direct,36
2015-08-05,Display,24
2015-08-05,Organic Search,77
2015-08-05,Paid Search,43
2015-08-05,Referral,29
2015-08-05,Social,29
2015-08-06,(Other),31
2015-08-06,Direct,35
2015-08-06,Display,33
2015-08-06,Organic Search,69
2015-08-06,Paid Search,46
2015-08-06,Referral,30
2015-08-06,Social,36
2015-08-07,(Other),20
2015-08-07,Direct,26
2015-08-07,Display,28
2015-08-07,Email,1
2015-08-07,Organic Search,54
2015-08-07,Paid Search,32
2015-08-07,Referral,24
2015-08-07,Social,13
2015-08-08,(Other),11
2015-08-08,Direct,10
2015-08-08,Display,32
2015-08-08,Organic Search,22
2015-08-08,Paid Search,32
2015-08-08,Referral,10
2015-08-08,Social,3
2015-08-09,(Other),19
2015-08-09,Direct,10
2015-08-09,Display,19
2015-08-09,Organic Search,33
2015-08-09,Paid Search,27
2015-08-09,Referral,15
2015-08-09,Social,1
2015-08-10,(Other),16
2015-08-10,Direct,32
2015-08-10,Display,22
2015-08-10,Email,1
2015-08-10,Organic Search,77
2015-08-10,Paid Search,36
2015-08-10,Referral,23
2015-08-10,Social,7
2015-08-11,(Other),20
2015-08-11,Direct,24
2015-08-11,Display,19
2015-08-11,Organic Search,84
2015-08-11,Paid Search,44
2015-08-11,Referral,23
2015-08-11,Social,35
2015-08-12,(Other),27
2015-08-12,Direct,28
2015-08-12,Display,29
2015-08-12,Organic Search,68
2015-08-12,Paid Search,52
2015-08-12,Referral,19
2015-08-12,Social,11
2015-08-13,(Other),22
2015-08-13,Direct,32
2015-08-13,Display,25
2015-08-13,Organic Search,62
2015-08-13,Paid Search,40
2015-08-13,Referral,19
2015-08-13,Social,8
2015-08-14,(Other),23
2015-08-14,Direct,25
2015-08-14,Display,27
2015-08-14,Organic Search,57
2015-08-14,Paid Search,30
2015-08-14,Referral,21
2015-08-14,Social,5
2015-08-15,(Other),8
2015-08-15,Direct,19
2015-08-15,Display,26
2015-08-15,Organic Search,44
2015-08-15,Paid Search,34
2015-08-15,Referral,15
2015-08-15,Social,3
2015-08-16,(Other),20
2015-08-16,Direct,17
2015-08-16,Display,29
2015-08-16,Organic Search,41
2015-08-16,Paid Search,20
2015-08-16,Referral,18
2015-08-17,(Other),24
2015-08-17,Direct,30
2015-08-17,Display,29
2015-08-17,Organic Search,89
2015-08-17,Paid Search,45
2015-08-17,Referral,26
2015-08-17,Social,4
2015-08-18,(Other),44
2015-08-18,Direct,41
2015-08-18,Display,27
2015-08-18,Organic Search,91
2015-08-18,Paid Search,44
2015-08-18,Referral,19
2015-08-18,Social,13
2015-08-19,(Other),47
2015-08-19,Direct,43
2015-08-19,Display,35
2015-08-19,Organic Search,108
2015-08-19,Paid Search,36
2015-08-19,Referral,24
2015-08-19,Social,5
2015-08-20,(Other),41
2015-08-20,Direct,25
2015-08-20,Display,24
2015-08-20,Organic Search,82
2015-08-20,Paid Search,40
2015-08-20,Referral,24
2015-08-20,Social,6
2015-08-21,(Other),20
2015-08-21,Direct,40
2015-08-21,Display,42
2015-08-21,Organic Search,74
2015-08-21,Paid Search,38
2015-08-21,Referral,23
2015-08-21,Social,2
2015-08-22,(Other),21
2015-08-22,Direct,20
2015-08-22,Display,36
2015-08-22,Organic Search,20
2015-08-22,Paid Search,30
2015-08-22,Referral,16
2015-08-22,Social,2
2015-08-23,(Other),14
2015-08-23,Direct,15
2015-08-23,Display,25
2015-08-23,Organic Search,29
2015-08-23,Paid Search,32
2015-08-23,Referral,14
2015-08-23,Social,2
2015-08-24,(Other),39
2015-08-24,Direct,32
2015-08-24,Display,30
2015-08-24,Organic Search,131
2015-08-24,Paid Search,46
2015-08-24,Referral,44
2015-08-24,Social,9
2015-08-25,(Other),36
2015-08-25,Direct,72
2015-08-25,Display,48
2015-08-25,Organic Search,113
2015-08-25,Paid Search,36
2015-08-25,Referral,24
2015-08-25,Social,53
2015-08-26,(Other),35
2015-08-26,Direct,34
2015-08-26,Display,54
2015-08-26,Organic Search,106
2015-08-26,Paid Search,59
2015-08-26,Referral,31
2015-08-26,Social,8
2015-08-27,(Other),32
2015-08-27,Direct,35
2015-08-27,Display,34
2015-08-27,Organic Search,97
2015-08-27,Paid Search,48
2015-08-27,Referral,29
2015-08-27,Social,11
2015-08-28,(Other),25
2015-08-28,Direct,30
2015-08-28,Display,31
2015-08-28,Organic Search,82
2015-08-28,Paid Search,41
2015-08-28,Referral,21
2015-08-28,Social,8
2015-08-29,(Other),9
2015-08-29,Direct,15
2015-08-29,Display,29
2015-08-29,Organic Search,42
2015-08-29,Paid Search,28
2015-08-29,Referral,17
2015-08-29,Social,2
2015-08-30,(Other),11
2015-08-30,Direct,15
2015-08-30,Display,19
2015-08-30,Organic Search,42
2015-08-30,Paid Search,41
2015-08-30,Referral,20
2015-08-30,Social,1
2015-08-31,(Other),34
2015-08-31,Direct,38
2015-08-31,Display,42
2015-08-31,Organic Search,126
2015-08-31,Paid Search,57
2015-08-31,Referral,34
