path,total_conversions,total_conversion_value
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,5,1046
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,5,1273
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Social Orgánico > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico Home > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Social Orgánico > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,5,227
Directo > Directo > Directo > Directo > Directo > Directo > Orgánico No Home,5,320
Directo > Directo > Directo > Directo > Directo > Orgánico No Home,5,232
Directo > Directo > Directo > Directo > Orgánico Home > Directo > Directo > Directo,5,296
Directo > Directo > Directo > Directo > Orgánico Home > Directo > Directo > Directo > Directo,5,422
Directo > Directo > Directo > Directo > Email Newsletter,5,283
Directo > Directo > Directo > Directo > Recuperación del Carrito,5,312
Directo > Directo > Orgánico Home > Directo > Directo > Directo > Directo > Directo,5,210.7
Directo > Directo > Orgánico Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo,5,434
Directo > Directo > Orgánico Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,5,401.5
Directo > Directo > Email Newsletter > Email Newsletter,5,420.5
Directo > Directo > Orgánico No Home > Directo > Directo > Directo,5,529
Directo > SEM Marca > Orgánico Home > Directo > Directo,5,316
Directo > Orgánico Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,5,381
Directo > Email Newsletter > Email Newsletter > Directo,5,479
Directo > Orgánico No Home > Directo > Directo > Directo > Directo > Directo,5,470.5
Directo > Orgánico No Home > Referencia,5,525
Orgánico Home > Directo > Recuperación del Carrito,5,212
Orgánico Home > Directo > Directo > Directo > Directo > Recuperación del Carrito,5,508
Orgánico Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,5,333
Orgánico Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,5,366
Orgánico Home > Directo > Directo > Email Newsletter,5,381
Orgánico Home > Social Orgánico,5,487
Social de Pago > Directo,5,415
Social de Pago > Orgánico Home > Directo > Directo,5,328.5
Email Newsletter > Directo > Directo > Email Newsletter > Directo,5,427
Email Newsletter > Directo > Directo > Email Newsletter > Email Newsletter > Directo,5,485
Email Newsletter > Email Newsletter > Directo > Email Newsletter > Directo > Directo,5,401
Email Newsletter > Email Newsletter > Directo > Email Newsletter > Email Newsletter,5,282
Email Newsletter > Email Newsletter > Directo > Email Newsletter > Email Newsletter > Directo,5,484
Email Newsletter > Email Newsletter > Orgánico No Home,5,320
Email Newsletter > Orgánico No Home > Directo > Directo > Directo,5,402.5
Orgánico No Home > Directo > Recuperación del Carrito,5,427
Orgánico No Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,5,278.5
Orgánico No Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,5,942
Orgánico No Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,5,366
Orgánico No Home > Directo > Directo > Directo > Referencia,5,394
Orgánico No Home > Directo > Referencia > Referencia,5,388
Orgánico No Home > Orgánico Home,5,309
SEM Marca > SEM Marca > SEM Marca,4,372
SEM Marca > SEM Marca > SEM Marca > SEM Marca > Orgánico Home > Directo,4,351.5
SEM Marca > SEM Marca > SEM Marca > Orgánico Home > Directo > Directo > Directo > Directo,4,365
SEM Marca > SEM Marca > Directo > Directo > Directo,4,271
SEM Marca > SEM Marca > Directo > Directo > Directo > Directo,4,366
SEM Marca > SEM Marca > Directo > Directo > Directo > Directo > Directo,4,144
SEM Marca > SEM Marca > Directo > Directo > Directo > Directo > Directo > Directo,4,280
SEM Marca > SEM Marca > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,4,317
SEM Marca > SEM Marca > Directo > Directo > Orgánico Home > Directo,4,161
SEM Marca > SEM Marca > Orgánico Home > Directo > Directo > Directo,4,270.5
SEM Marca > SEM Marca > Orgánico No Home > Directo,4,264.5
SEM Marca > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,4,318
SEM Marca > Directo > Directo > Orgánico Home > Directo,4,411
SEM Marca > Directo > Directo > Orgánico Home > Directo > Directo > Directo,4,388
SEM Marca > Directo > Directo > Orgánico No Home > Directo,4,369
SEM Marca > Directo > SEM Marca > Directo > Directo > Directo > Directo,4,386
SEM Marca > Directo > Orgánico Home > Directo > Directo > Directo > Directo > Directo,4,367
SEM Marca > Directo > Orgánico Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,4,421
SEM Marca > Orgánico Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,4,512
SEM Marca > Orgánico Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,4,246
SEM Marca > Orgánico Home > Referencia,4,290
Referencia > Directo > Directo > Directo > Directo > Directo > Directo,4,309
Directo > Directo > Directo > SEM Marca > Directo,4,208
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Referencia,4,342.5
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Recuperación del Carrito,4,254.5
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,4,262
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,4,187
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,4,194
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,4,390
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,4,388.8
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,4,237
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,4,294
Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,4,424
